JTBD,BSci Intervention,Trigger,Minimum Condition,Parameters,CTA,Measurement,Notification Header,Notification Body,GPT Header Chars,GPT Body Chars,Real Header Chars,Real Body Chars
Help me feel accountable,accountability,Time insensitive,Past 5 pm & less than 5 min activity completed,,Perform physical activity,,"[name], time to move!",You've done less than 5 minutes of activity today. Let's get that number up!,21/86,,21,76
Help me feel accountable,accountability,Time insensitive,Past 5 pm & less than 5 min activity completed,,Manual log physical activity in the app,,"[name], log your activity!",It's past 5 pm and you've only logged a few minutes of activity. Let's log more!,27/94,,26,80
Help me feel accountable,accountability,Time insensitive,Past 5 pm & less than 5 min activity completed,,Manual log physical activity in the app,,"[name], track your steps!",You've done less than 5 minutes of activity today. Let's track more in the app!,25/92,,25,79
Help me feel accountable,accountability,Time insensitive,Past 5 pm & less than 5 min activity completed,,Manual log physical activity in the app,,"[name], update your log!",It's past 5 pm and your activity log is low. Let's update it in the app!,24/87,,24,72
Help me feel accountable,accountability,Time insensitive,Past 5 pm & less than 5 min activity completed,,Manual log physical activity in the app,,"[name], record your activity!",You've only done a bit of activity today. Let's record more in the app!,28/87,,29,71
Help me feel accountable,accountability,Time insensitive,Past 5 pm & less than 5 min activity completed,,Manual log physical activity in the app,,"[name], let's track it!",It's past 5 pm and your activity is low. Let's track more in the app!,23/85,,23,69
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Perform physical activity,,"Hi [name], let's find a group!",Walking with a group can make exercise more fun and motivating. Let's find a group near you!,30/105,,30,92
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Perform physical activity,,"[name], join a walking group!",Walking groups are a great way to stay motivated. Let's find one that suits you!,29/92,,29,80
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Perform physical activity,,"[name], let's get social!",Joining a walking group can make your exercise routine more enjoyable. Let's find one today!,27/106,,25,92
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Perform physical activity,,"[name], let's walk together!",Walking in a group can be more fun and motivating. Let's find a group for you!,28/95,,28,78
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Perform physical activity,,"[name], time to socialize!",Join a walking group to make your exercise routine more social and fun. Let's find one!,27/101,,26,87
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Manual log physical activity in the app,,"[name], log your group walks!",Remember to log your group walks in the app to keep track of your progress.,29/83,,29,75
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Manual log physical activity in the app,,"[name], track your group activity!",Make sure to log your activity when you walk with a group. Let's do it in the app!,31/96,,34,82
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Manual log physical activity in the app,,"[name], record your group walks!",Don't forget to record your group walks in the app to monitor your progress.,30/88,,32,76
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Manual log physical activity in the app,,"[name], update your activity log!","After joining a walking group, remember to update your activity log in the app.",31/94,,33,79
Help me find a buddy to exercise with,Find a walking group,Time insensitive,,,Manual log physical activity in the app,,"[name], let's track your walks!",Keep track of your group walks by logging them in the app. Let's do it!,29/82,,31,71
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Perform physical activity,,"Hi [name], let's start right!","Despite the rain forecasted for tomorrow, how about starting the week off right with an indoor activity with a friend?",30/120,,29,118
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Perform physical activity,,"[name], let's plan ahead!",The weather might be rainy tomorrow. Let's plan an indoor activity with a buddy to start the week off right!,27/120,,25,108
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Perform physical activity,,"[name], seize the day!",Tomorrow's forecast is rainy. It's a great opportunity to start the week with some indoor exercise with a friend!,24/120,,22,113
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Perform physical activity,,"[name], let's get moving!","With rain forecasted for tomorrow, it's the perfect time to plan an indoor activity with a buddy!",28/110,,25,97
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Perform physical activity,,"[name], plan for tomorrow!",The weather will be rainy tomorrow. Let's plan to start the week with some indoor physical activity with a friend!,28/120,,26,114
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Manual log physical activity in the app,,"[name], log tomorrow's activity!",Plan to start the week off right with some indoor exercise with a friend tomorrow and remember to log it in the app!,30/130,,32,116
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Manual log physical activity in the app,,"[name], track your exercise!",Tomorrow's forecast is rainy. Plan an indoor activity with a buddy and don't forget to track it in the app!,28/120,,28,107
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Manual log physical activity in the app,,"[name], let's overcome the rain!","Tomorrow might be rainy, but it's a great chance to try an indoor workout with a friend. Don't forget to log it in the app!",32/128,,32,123
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Manual log physical activity in the app,,"[name], don't let rain stop you!",The forecast predicts rain tomorrow. Plan an indoor exercise session with a buddy and log it in the app!,32/120,,32,104
Help me find a buddy to exercise with,In person/start the week off right,Time insensitive,"Forecast for tomorrow != rain, Day = Saturday (or Friday in Israel). Time = post 2 pm",Day of the week,Manual log physical activity in the app,,"[name], beat the rain!","Rain is forecasted for tomorrow, but that doesn't have to stop your workout. Plan an indoor exercise with a friend and remember to log it in the app!",,,22,149
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Perform physical activity,-,"Hi [name], ready to connect?",How about a virtual walk-n-talk with a friend today? It's a fun way to stay active.,108,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Perform physical activity,-,"Let's get social, [name]!",Consider a virtual walk-n-talk. It's a great way to catch up with friends and stay active.,118,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Perform physical activity,-,"Time for a walk, [name]?",Try a virtual walk-n-talk today. It's a fun way to combine socializing and exercise.,108,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Perform physical activity,-,"Ready to move, [name]?",How about a virtual walk-n-talk? It's a great way to stay active and socialize.,102,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Perform physical activity,-,"Let's walk and talk, [name]!",Try a virtual walk-n-talk today. It's a fun and social way to meet your activity goals.,112,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Manual log physical activity in the app,-,"Logged your walk, [name]?",Remember to log your virtual walk-n-talk in the app. Every step counts towards your goal!,118,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Manual log physical activity in the app,-,"Keep track, [name]!","After your virtual walk-n-talk, don't forget to log your activity in the app. Stay on track!",116,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Manual log physical activity in the app,-,"Update your log, [name]!",Just finished a virtual walk-n-talk? Log it in the app and see your progress!,108,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Manual log physical activity in the app,-,"Hi [name], done walking?",Don't forget to log your virtual walk-n-talk in the app. Keep track of your progress!,112,,,
Help me find a buddy to exercise with,Virtual walk-n-talk,Time insensitive,Not raining,-,Manual log physical activity in the app,-,"Hi [name], had a virtual walk?",Make sure to log your virtual walk-n-talk in the app. It helps you keep track of your physical activity!,110,,,
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Perform physical activity,-,"Good morning, [name]!",Start your work week right. Invite a colleague for a walk. It's a great way to stay active and socialize.,122,,21,105
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Perform physical activity,-,"Ready to walk, [name]?",How about a walk with a work colleague today? It's a fun way to kickstart your work week.,114,,22,89
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Perform physical activity,-,"Let's get moving, [name]!",Consider inviting a colleague for a walk today. It's a great way to stay active and catch up.,118,,25,93
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Perform physical activity,-,"Time for a walk, [name]!",Start your work week with a walk. Invite a colleague and make it a social activity.,108,,24,83
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Perform physical activity,-,"Get active, [name]!",Try a walk with a work colleague today. It's a great way to start your work week and stay active.,118,,19,97
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Manual log physical activity in the app,-,"Logged your walk, [name]?",Remember to log your walk with your colleague in the app. Every step counts towards your goal!,124,,25,94
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Manual log physical activity in the app,-,"Keep track, [name]!","After your walk with your colleague, don't forget to log your activity in the app. Stay on track!",118,,19,97
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Manual log physical activity in the app,-,"Update your log, [name]!",Just finisheda walk with a colleague? Log it in the app and see your progress!,104,,24,78
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Manual log physical activity in the app,-,"Hi [name], done walking?",Don't forget to log your walk with your colleague in the app. Keep track of your progress!,108,,24,90
Help me find a buddy to exercise with,Walk with a work colleague,Time insensitive,"User = age 30-60, morning, start of work week",-,Manual log physical activity in the app,-,"Hi [name], walked today?",Make sure to log your walk with your colleague in the app. It helps you keep track of your physical activity!,116,,24,109
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Perform physical activity,-,"Hi [name], let's get social!",Consider enlisting a health goals buddy. It's a fun way to stay motivated and active.,112,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Perform physical activity,-,"Ready to team up, [name]?",How about finding a health goals buddy today? It's a great way to stay on track.,108,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Perform physical activity,-,"Let's get moving, [name]!",Having a health goals buddy can make your journey more enjoyable. Give it a try today!,116,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Perform physical activity,-,"Time for teamwork, [name]!",Find a health goals buddy and turn your health journey into a team effort.,100,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Perform physical activity,-,"Get active, [name]!",Try finding a health goals buddy. It's a fun way to stay active and meet your goals.,104,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Manual log physical activity in the app,-,"Logged your activity, [name]?",Remember to log your activities with your health goals buddy in the app. Every step counts towards your goal!,128,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Manual log physical activity in the app,-,"Keep track, [name]!","After your activities with your health goals buddy, don't forget to log your activity in the app. Stay on track!",122,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Manual log physical activity in the app,-,"Update your log, [name]!",Just finished an activity with your health goals buddy? Log it in the app and see your progress!,114,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Manual log physical activity in the app,-,"Hi [name], done with your activity?",Don't forget to log your activitieswith your health goals buddy in the app. Keep track of your progress!,108,,,
Help me find a partner to work towards my health goals with,Enlist a health goals buddy,Time insensitive,-,-,Manual log physical activity in the app,-,"Hi [name], had an active day?",Make sure to log your activities with your health goals buddy in the app. It helps you keep track of your physical activity!,122,,,
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Perform physical activity,-,"Hi [name], feeling chilly?",Try some indoor exercises today. It's a great way to stay active even when it's cold outside.,114,,26,93
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Perform physical activity,-,"Stay warm, [name]!",Consider indoor exercises today. They're a great way to meet your daily goal despite the cold.,114,,18,94
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Perform physical activity,-,"Don't freeze, [name]!",How about some indoor exercises today? It's a fun way to stay active when it's cold outside.,112,,21,92
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Perform physical activity,-,"Keep moving, [name]!",Try some indoor exercises today. They're a great way to stay active and warm.,94,,20,77
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Perform physical activity,-,"Beat the cold, [name]!",Consider indoor exercises today. It's a great way to stay active and beat the cold.,104,,22,83
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Manual log physical activity in the app,-,"Logged your activity, [name]?","Remember to log your indoor exercises in the app. Every activity counts towards your goal, even when it's cold outside!",140,,29,119
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Manual log physical activity in the app,-,"Keep track, [name]!","After your indoor exercises, don't forget to log your activity in the app. Stay on track, even on cold days!",124,,19,108
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Manual log physical activityin the app,-,"Update your log, [name]!","Just finished an indoor workout? Log it in the app and see your progress, even on cold days!",110,,24,92
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Manual log physical activity in the app,-,"Hi [name], done with your workout?","Don't forget to log your indoor exercises in the app. Keep track of your progress, even when it's cold outside!",128,,34,111
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside1,Time insensitive,"Today's weather forecast = cold, daily goal not met",-,Manual log physical activity in the app,-,"Hi [name], had a workout today?","Make sure to log your indoor exercises in the app. It helps you keep track of your physical activity, even on cold days!",130,,31,120
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Perform physical activity,-,"Good morning, [name]!",It's cold outside. How about some indoor exercises this morning? Stay active and warm.,108,,21,86
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Perform physical activity,-,"Mid-day check-in, [name]!",It's still cold outside. Consider some indoor exercises this afternoon. Keep moving!,112,,25,84
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Perform physical activity,-,"Afternoon update, [name]!",The cold weather persists. Try some indoor exercises this afternoon. Stay active!,112,,25,81
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Perform physical activity,-,"Hi [name], ready to move?","It's cold outside, but you can still get active with some indoor exercises this afternoon.",108,,25,90
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Perform physical activity,-,"Let's get active, [name]!",Don't let the cold stop you. Try some indoor exercises this afternoon. Stay on track!,108,,25,85
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Manual log physical activity in the app,-,"Logged your activity, [name]?","Remember to log your indoor exercises in the app. Every activity counts towards your goal, even when it's cold outside!",140,,29,119
Help me learn how to exercise,Give meideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Manual log physical activity in the app,-,"Keep track, [name]!","After your indoor exercises, don't forget to log your activity in the app. Stay on track, even on cold days!",124,,19,108
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Manual log physical activity in the app,-,"Update your log, [name]!","Just finished an indoor workout? Log it in the app and see your progress, even on cold days!",110,,24,92
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Manual log physical activity in the app,-,"Hi [name], done with your workout?","Don't forget to log your indoor exercises in the app. Keep track of your progress, even when it's cold outside!",128,,34,111
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside2,Time insensitive,"Today's weather forecast = cold, daily goal not met, time before 6 pm","Time of day (morning, mid-day, afternoon)",Manual log physical activity in the app,-,"Hi [name], had a workout today?","Make sure to log your indoor exercises in the app. It helps you keep track of your physical activity, even on cold days!",130,,31,120
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Perform physical activity,-,"Good morning, [name]!",It's cold outside. Start your day with some indoor exercises. Stay active and warm.,106,,21,83
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Perform physical activity,-,"Rise and shine, [name]!",Consider indoor exercises this morning. They're a great way to stay active despite the cold.,112,,23,92
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Perform physical activity,-,"Start your day right, [name]!",How about some indoor exercises this morning? It's a fun way to stay active when it's cold outside.,118,,29,99
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Perform physical activity,-,"Let's get moving, [name]!",Try some indoor exercises this morning. They're a great way to stay active and warm.,100,,25,84
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Perform physical activity,-,"Beat the cold, [name]!",Consider indoor exercises this morning. It's a great way to stay active and beat the cold.,110,,22,90
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Manual log physical activity in the app,-,"Logged your activity, [name]?","Remember to log your indoor exercises in the app. Every activity counts towards your goal, even when it's cold outside!",140,,29,119
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Manual log physical activity in the app,-,"Keep track, [name]!","After your indoor exercises, don't forget to log your activity in the app. Stay on track, even on colddays!",124,,19,107
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Manual log physical activity in the app,-,"Update your log, [name]!","Just finished an indoor workout? Log it in the app and see your progress, even on cold days!",110,,24,92
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Manual log physical activity in the app,-,"Hi [name], done with your workout?","Don't forget to log your indoor exercises in the app. Keep track of your progress, even when it's cold outside!",128,,34,111
Help me learn how to exercise,Give me ideas for exercising inside because it's cold outside3,User woke up 30 minutes ago,"Today's weather forecast = cold, daily goal not met",Name,Manual log physical activity in the app,-,"Hi [name], had a workout today?","Make sure to log your indoor exercises in the app. It helps you keep track of your physical activity, even on cold days!",130,,31,120
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Perform physical activity,-,"Hi [name], feeling the heat?",It's hot outside. Consider indoor exercises to stay cool and active. You're just [# min left to goal] minutes away from your goal!,143,,28,130
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Perform physical activity,-,"Beat the heat, [name]!","Try some indoor exercises today. It's a great way to stay active and cool. You're so close, only [# min left to goal] minutes to your goal!",145,,22,139
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Perform physical activity,-,"Stay cool, [name]!","How about some indoor exercises? They're a great way to stay active and beat the heat. Your goal is within reach, just [# min left to goal] minutes left!",150,,18,153
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Perform physical activity,-,"Keep it cool, [name]!",Consider indoor exercises today. Stay active and cool in this heat. You're just [# min left to goal] minutes away from your goal!,146,,21,129
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Perform physical activity,-,"Don't sweat it, [name]!","Try some indoor exercises to stay cool and active. You're so close, only [# min left to goal] minutes to your goal!",130,,23,115
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Manual log physical activity in the app,-,"Logged your activity, [name]?","Remember to log your indoor exercises in the app. Every activity counts towards your goal, even when it's hot outside! You're just [# min left to goal] minutes away!",160,,29,165
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Manual log physical activity in the app,-,"Keep track, [name]!","After your indoor exercises, don't forget to log your activity in the app. Stay on track, even on hot days! You're just [# min left to goal] minutes away!",140,,19,154
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Manual log physical activity in the app,-,"Update your log, [name]!","Just finished an indoor workout? Log it in the app and see your progress, even on hot days! You're just [# min left to goal] minutes away from your goal!",150,,24,153
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Manual log physical activity in the app,-,"Hi [name], done with your workout?","Don't forget to log your indoor exercises in the app. Keep track of your progress, even when it's hot outside! You're just [# min left to goal] minutes away from your goal!",160,,34,172
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside1,Time insensitive,"Today's weather forecast = hot, # min left to goal < X -5",# min left to goal,Manual log physical activity in the app,-,"Hi [name], had a workout today?","Make sure to log your indoor exercises in the app. It helps you keep track of your physical activity, even on hot days! You're just [# min left to goal] minutes away from your goal!",160,,31,181
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Perform physical activity,-,"Hi [name], it's hot today!",Consider indoor exercises to stay cool and active. Don't let the heat stop you from reaching your daily goal.,120,,26,109
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Perform physical activity,-,"Beat the heat, [name]!",Try some indoor exercises today. It's a great way to stay active and cool. Your daily goal is still within reach!,128,,22,113
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Perform physical activity,-,"Stay cool, [name]!",How about some indoor exercises? They're a great way to stay active and beat the heat. Let's meet that daily goal!,120,,18,114
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Perform physical activity,-,"Keep it cool, [name]!",Consider indoor exercises today. Stay active and cool in this heat. Your daily goal is waiting!,112,,21,95
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Perform physical activity,-,"Don't sweat it, [name]!",Try some indoor exercises to stay cool and active. Let's work towards that daily goal!,108,,23,86
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Manual log physical activity in the app,-,"Logged your activity, [name]?","Remember to log your indoor exercises in the app. Every activity counts towards your daily goal, even when it's hot outside!",140,,29,124
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Manual log physical activity in the app,-,"Keep track, [name]!","After your indoor exercises, don't forget to log your activity in the app. Stay on track, even on hot days!",118,,19,107
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Manual log physical activity in the app,-,"Update your log, [name]!","Just finished an indoor workout? Log it in the app and see your progress, even on hot days!",110,,24,91
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Manual log physical activity in the app,-,"Hi [name], done with your workout?","Don't forget to log your indoor exercises in the app. Keep track of your progress, even when it's hot outside!",128,,34,110
Help me learn how to exercise,Give me ideas for exercising inside because it's hot outside2,Time insensitive,"Today's weather forecast = hot, daily goal not met",-,Manual log physical activity in the app,-,"Hi [name], had a workout today?","Make sure to log your indoor exercises in the app. It helps you keep track of your physical activity, even on hot days!",130,,31,119
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Perform physical activity,-,"Hi [name], it's raining today!",Consider indoor exercises to stay dry and active. Don't let the rain stop you from reaching your daily goal.,120,,30,108
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Perform physical activity,-,"Don't let the rain stop you, [name]!",Try some indoor exercises today. It's a great way to stay active and dry. Your daily goal is still within reach!,128,,36,112
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Perform physical activity,-,"Stay dry, [name]!",How about some indoor exercises? They're a great way to stay active and beat the rain. Let's meet that daily goal!,120,,17,114
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Perform physical activity,-,"Keep it dry, [name]!",Consider indoor exercises today. Stay active and dry in this rain. Your daily goal is waiting!,112,,20,94
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Perform physical activity,-,"[name], let's beat the rain!",Try some indoor exercises to stay dry and active. Let's work towards that daily goal!,108,,28,85
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Manual log physical activity in the app,-,"Logged your activity, [name]?","Remember to log your indoor exercises in the app. Every activity counts towards your daily goal, even when it's raining outside!",140,,29,128
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Manual log physical activity in the app,-,"Keep track, [name]!","After your indoor exercises, don't forget to log your activity in the app. Stay on track, even on rainy days!",118,,19,109
